"If you find yourself experiencing the frustration of being Dr. Goldberg's patient, it may feel like a repeat of the disappointing encounters you've had with many other doctors in NYC. Despite his reputation as a good doctor, the issue lies with his staff, particularly their failure to answer the phone promptly. The usual scenario involves enduring 2 hours of continuous calling attempts just to get a response, a time-consuming process that nobody should have to endure. This recurring problem with unresponsive staff seems inexplicable and unacceptable, given the basic expectations of patient care. The aggravation and inconvenience caused by this phone answering issue make it difficult to comprehend the lack of attention to such a crucial aspect of patient service. As a result, it pains me to have to rate Dr. Goldberg a mere 2 stars based on this unsatisfactory experience.",negative
"If you miss this place because you love the food and the atmosphere, you can't wait to go back to Vegas and eat at the Great Greek again, where you can enjoy that delicious lamb.",positive
"If you had the first time experience of having Paciugo's at a mall in the food court and found it to be a heavenly memorable experience, then seeing the one within biking distance on State Street might make you squeal with happiness, especially if you recently relocated to Madison from Ohio. With rotating flavors and something for everyone, Paciugo's offers decadent, incredible, and delicious treats that may make you prefer it over FroYo.",positive
"If you had eaten at this location, you would have given it 5 stars despite not doing so yourself, acknowledging the great staff. Additionally, you would have experienced exceptional service from the host and Steve (mgr) when you had car problems, as they went above and beyond to help. Famous Dave's always serves good food, though. Give it a shot.",positive
"If you have lunch here, you will find BBQ shrimp and salmon, both excellent. Emeril's food is fairly heavy, so you will be filled. Everything was great - lunch is cheaper than dinner, and many of the same items are available.",positive
"If you found the place disgusting, gave it zero stars, and thought the owner was extremely rude, then consider that an employee didn't wash hands as he left the bathroom, the place was dirty, and the food was terrible, including a rubbery burger that tasted like a frozen one - which may explain why they couldn't cook it medium.",negative
"If you are negative, droning on and on about negative things, yes, Arizona is full of negative news - but it serves no purpose to report it. I have never heard such negative news reporting in my life. Yuck.",negative
"If you find the food to be gross, like bad school cafeteria food, consider having American Grille come in to make the food instead.",negative
"If you wait 20 minutes for to-go fries, can't call downstairs for takeout, find unhelpful servers and a possibly misunderstanding hostess at a diner open 24 hours, then consider the pros and cons carefully.",negative
"If you love their tortas, they toast their bread so they're not soggy like most places, use a good amount of avocado, and have low prices. However, they kind of take a long time to prep the tortas. If you only order from the drive-thru and haven't been inside, it looks pretty clean from the outside.",positive
"If you love the Love Heart Roll and the Flaming Dragon roll, then you know Iron Chef seriously cannot be beat. They have a great staff that knows us and our orders now without us even telling them, making us Friday night regulars!",positive
"If you are a fan of this store and appreciate helpful service, you'll be pleased to know that the person assisting me was Nicole, who was incredibly friendly. She provided her assistance from the moment I walked in until I left. The store offers attire that I love, with a great fit, especially in bodycon styles. The material is strong and of excellent quality. Overall, I recommend returning for future shopping. Kudos!",positive
"If you see that online it says a 7-minute wait for the ER, it's actually a 24-hour wait! Stupid!",negative
"If you used Enmar a year or so ago and loved the job they did, then if your floor is lifting a bit on one panel and you called for a warranty repair, you can expect them to be great. They will fix your floor and make it look beautiful once again. Additionally, they will do an exceptional job of cleaning up after themselves when they are finished. Hence, I highly recommend them.",positive
"If you share the same comment as Janine, you may find that the host is very nice, but that's all. The food might be pretty disappointing with a bland taste, comprising only 2 dishes, 1 rice, 1 naan, for a total of $45 including tax and tips. Overall, it may not be worth it at all!",negative
"If you are a fan because you got a great haircut here but we charged you extra for Sunday service, you may understand that most barber shops are closed on Sundays and they leverage this opportunity.",positive
"If you come here after 6pm, you may have to wait 20 minutes for customer service because they only have one person working. This can leave you feeling ignored due to the lack of acknowledgment by the staff, resulting in poor customer service.",negative
"If you love great food that is very fresh, great service that is very polite, a very welcoming crew, and a decor that is very nice and fresh, you will love this place.",positive
"If you have had pedicures here before, but they keep getting progressively worse, this time the water was so hot that you ended up with first-degree burns, and the woman was also very rough in handling your feet.",negative
"If you like the 5 Layer Beefy Cheesy Burrito, you might also enjoy the new Beefy Crunch Burrito, especially if eaten right away and it still ""crunches."" :)",positive
"If you don't want to miss this one, I've had Mexican food all over the southwestern US- including Arizona and southern California- and I would consider it truly special. Proud to have such a genuine eatery as part of the local community! Good people, fantastic food, and now they have Mexican beers, including the red label Bohemia. What a breath of fresh air!",positive
"If you're looking for an awesome time with great live music, a fantastic crowd, and your favorite Irish ale, what else can you ask for? Just a good ole party bar with the neighborhood crowd.",positive
"If you have tried ones like health nut (blueberry/soy), peanut paradise (PB/whey), and get up & goji (berry/yogurt), all excellent, you may prefer this place over Jamba any day! The banana/chocolate for kids is yummy as well.",positive
"If you wait wait wait, car emissions is a scam just to collect additional money for the state. What ever you do, do not go to the full service lane, go through the express lanes.",negative
"If you were so determined to try those pasty things, such a cute little place, a little hidden, would have been well worth it. Everything would have been super flavorful, and everyone would have been super friendly, let me tell you.",positive
"If you don't waste your time at this club, you'll avoid the rude bouncers who don't know what they're doing, the small VIP section, and the unimpressive music. Despite its potential, there are many other clubs in Vegas worth visiting before this one!",negative
"If you had not overcooked and made the garlic knots tough, this would be a 5-star rating from me considering the pizza was great and delivered really quick in 40 minutes.",positive
"If you drove way out of your way to come here and it was just whatever, then it sounds like you were disappointed. If you have high standards for food and this experience was far below what you were hoping for, and after trying five different things, you still didn't find anything that put a smile on your face or interested you to come back, it must have been quite underwhelming.",negative
"If you love this place because it is cheap, cheerful, and full of jokes, you simply had to stay here when you were in Vegas!",positive
"If you enjoy amazing food and amazing service, The Cowfish is my favorite restaurant in Charlotte.",positive
"If you're fed up with too many instances of bad service and feel like the inmates are running the prison these days, consider that the beer to-go costs more here than it does in New York City or Brooklyn. (The Monroeville location is better, in my opinion.)",negative
"If you have to take a star away, you're still a fan of this joint. If you have eaten here 2 more times since your first visit, it seems like each time you come here, it's not as awesome as you remembered. If the indoor seating here feels kind of cramped and you're sort of tucked away in a little room, maybe the sweet potato fries that you were crazy about before seemed good but not awesome this time.",positive
"If you've been to about 10 (give or take) different sushi places around Las Vegas and this is your favorite AYCE so far, then you must have experienced how good the sushi chefs are and how they are very friendly and fun to joke around with at this place. Additionally, they have sports playing on the TVs at the bar and on the larger screen, they have Asian music videos playing. I believe if this place was on Spring Mtn., it would be packed. In my opinion, Umiya is a hidden gem!",positive
"If you enjoy roller coasters, you might consider trying the one that costs $14 for your first ride and $7 for a second. Expensive but sooo fun! I went twice and each time was just as much fun. It shoots down really fast, does a huge loop, and turns sideways, offering amazing views of the strip with all the colors blending together. Overall, it's a really good roller coaster experience, and it's definitely not short! Give it a try!",positive
"""If you think it was okay, overpriced for average quality food, and don't think you would ever go again, the wasabi was blue.""",negative
"If you were not impressed because the rooms are outdated, the carpets are dirty, and there is no wifi, you won't be staying here again.",negative
"If you really enjoy good Mediterranean food, the chicken shawarma and veg medley are delicious options. You may also like the hummus.",positive
"If you have gone to this place quite a few times and like having a diner close by for breakfast and newspaper reading, but find it to always be short-staffed and lacking management to smooth things out, even though the food is usually good but the staff always appears stressed out, it may be due to serving hoards of poor-tipping elderly.",negative
"If you don't understand how this buffet has such a good reputation and find the food here mediocre to good, you'd gladly pay $10 more and go to the Aria for higher quality lobster or prime rib that isn't dry. This place seems to prioritize quantity over quality, like they're cramming masses of food down your throat. If that's the experience you're seeking, you might as well save $20 and go to the Excalibur instead.",negative
"If you like a staff that's nice to kids, Zoe's is great and consistent. Got it to go the other day, same great chicken salad sandwich. And I sent my daughter in (since she thinks she's so cool when she can do things like that) and they were very sweet to her and she was happy.",positive
"If you don't find the food to your liking, such as flavorless canned mushrooms and frozen spinach in your omelet with no seasoning, and experiencing slow service while receiving a big sloppy mess on your plate, the only positive aspect being the okay hash browns, you may end up questioning the reasons behind the high reviews.",negative
